,sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
1293,2021-02-24,5.967106807117943,West,CA,"Monterey County, CA",6053
1294,2021-02-24,54.416468525795295,Northeast,PA,"Montgomery County, PA",42091
1295,2021-02-24,247.31786871015163,Northeast,MA,"Nantucket County, MA",25019
1296,2021-02-24,347.8481433272612,Northeast,NY,"Nassau County, NY",36059
1297,2021-02-24,74.1412139863189,South,FL,"Palm Beach County, FL",12099
1298,2021-02-24,21.115631842228463,West,MT,"Park County, MT",30067
1299,2021-02-24,71.78604931585546,West,CA,"Placer County, CA",6061
1300,2021-02-24,45.480771367487215,US Territories,VI,"St. Croix Island, VI",78010
1301,2021-02-24,1.9544955287015016,US Territories,VI,"St. John Island, VI",78020
1302,2021-02-24,58.11801915677607,US Territories,VI,"St. Thomas Island, VI",78030
1303,2021-02-24,216.6600836147085,South,VA,"Stafford County, VA",51179
1304,2021-02-24,319.6981896364131,Northeast,MA,"Suffolk County, MA",25025
1305,2021-02-24,267.27902997974513,Northeast,NJ,"Union County, NJ",34039
1306,2021-03-03,53.2881519461108,West,CO,"Arapahoe County, CO",8005
1307,2021-03-03,55.72521540625042,West,NV,"Elko County, NV",32007
1308,2021-03-03,195.8143593168857,Northeast,PA,"Erie County, PA",42049
1309,2021-03-03,63.518936469918,Northeast,MA,"Essex County, MA",25009
1310,2021-03-03,257.8610270889943,Northeast,CT,"Fairfield County, CT",9001
1311,2021-03-03,225.4415088239929,Northeast,PA,"Franklin County, PA",42055
1312,2021-03-03,95.38072349034032,South,TN,"Hamilton County, TN",47065
1313,2021-03-03,334.3743786111391,Northeast,MA,"Hampshire County, MA",25015
1314,2021-03-03,205.02190379366388,Northeast,PA,"Indiana County, PA",42063
1315,2021-03-03,214.43910491375448,South,KY,"Jefferson County, KY",21111
1316,2021-03-03,97.4204831048683,Midwest,IN,"Lake County, IN",18089
1317,2021-03-03,188.33248814249407,South,FL,"Miami-Dade County, FL",12086
1318,2021-03-03,112.59595763746329,Northeast,MA,"Middlesex County, MA",25017
1319,2021-03-03,7.530334888535317,West,CA,"Monterey County, CA",6053
1320,2021-03-03,340.58362907018926,Northeast,MA,"Nantucket County, MA",25019
1321,2021-03-03,302.44302988718937,Northeast,NY,"Nassau County, NY",36059
1322,2021-03-03,66.09284253477297,West,MT,"Park County, MT",30067
1323,2021-03-03,47.244797268984605,West,CA,"Placer County, CA",6061
1324,2021-03-03,85.92820184142421,US Territories,VI,"St. Croix Island, VI",78010
1325,2021-03-03,8.164469797092067,US Territories,VI,"St. John Island, VI",78020
1326,2021-03-03,139.78060191324502,US Territories,VI,"St. Thomas Island, VI",78030
1327,2021-03-03,223.6443932180945,South,VA,"Stafford County, VA",51179
1328,2021-03-03,326.8928744794503,Northeast,MA,"Suffolk County, MA",25025
1329,2021-03-10,191.40980221725272,Northeast,PA,"Dauphin County, PA",42043
1330,2021-03-10,51.50872317257691,West,NV,"Elko County, NV",32007
1331,2021-03-10,117.94987193868866,Northeast,PA,"Erie County, PA",42049
1332,2021-03-10,87.98496996860995,Northeast,MA,"Essex County, MA",25009
1333,2021-03-10,229.96073097319425,Northeast,CT,"Fairfield County, CT",9001
1334,2021-03-10,195.8984197280694,Northeast,PA,"Indiana County, PA",42063
1335,2021-03-10,154.22352791967486,South,KY,"Jefferson County, KY",21111
1336,2021-03-10,80.81167225808225,Midwest,IN,"Lake County, IN",18089
1337,2021-03-10,238.3910990904905,South,FL,"Miami-Dade County, FL",12086
1338,2021-03-10,89.57694678326165,Northeast,MA,"Middlesex County, MA",25017
1339,2021-03-10,7.72152561499522,West,CA,"Monterey County, CA",6053
1340,2021-03-10,28.4821048755128,Northeast,PA,"Montgomery County, PA",42091
1341,2021-03-10,338.022546916688,Northeast,MA,"Nantucket County, MA",25019
1342,2021-03-10,345.67827589637244,Northeast,NY,"Nassau County, NY",36059
1343,2021-03-10,66.31528807256099,South,FL,"Palm Beach County, FL",12099
1344,2021-03-10,47.775162985516175,West,MT,"Park County, MT",30067
1345,2021-03-10,29.683239854651248,West,CA,"Placer County, CA",6061
1346,2021-03-10,55.93819617933867,US Territories,VI,"St. Croix Island, VI",78010
1347,2021-03-10,23.681997786765493,US Territories,VI,"St. John Island, VI",78020
1348,2021-03-10,66.95850347088914,US Territories,VI,"St. Thomas Island, VI",78030
1349,2021-03-10,228.7104054295328,South,VA,"Stafford County, VA",51179
1350,2021-03-10,312.7042529957719,Northeast,MA,"Suffolk County, MA",25025
1351,2021-03-10,147.00105858325148,Northeast,NJ,"Union County, NJ",34039
1352,2021-03-17,73.53954856272478,West,CO,"Arapahoe County, CO",8005
1353,2021-03-17,285.7653946547813,Northeast,MA,"Berkshire County, MA",25003
1354,2021-03-17,27.08569298063477,West,NV,"Elko County, NV",32007
1355,2021-03-17,100.66630238006948,Northeast,PA,"Erie County, PA",42049
1356,2021-03-17,216.4163682613787,Northeast,MA,"Essex County, MA",25009
1357,2021-03-17,55.15722971901236,Northeast,CT,"Fairfield County, CT",9001
1358,2021-03-17,191.7122217469298,Northeast,PA,"Franklin County, PA",42055
1359,2021-03-17,112.1363408028762,South,TN,"Hamilton County, TN",47065
1360,2021-03-17,133.48683228915746,Northeast,PA,"Indiana County, PA",42063
1361,2021-03-17,88.90449762293076,South,KY,"Jefferson County, KY",21111
1362,2021-03-17,99.23365398330576,Midwest,IN,"Lake County, IN",18089
1363,2021-03-17,145.9643853265152,South,FL,"Miami-Dade County, FL",12086
1364,2021-03-17,71.11449867928366,Northeast,MA,"Middlesex County, MA",25017
1365,2021-03-17,9.44338799048983,West,CA,"Monterey County, CA",6053
1366,2021-03-17,575.4326984649491,Northeast,MA,"Nantucket County, MA",25019
1367,2021-03-17,494.53394219802107,Northeast,NY,"Nassau County, NY",36059
1368,2021-03-17,50.31177814497727,West,MT,"Park County, MT",30067
1369,2021-03-17,28.73465053902428,West,CA,"Placer County, CA",6061
1370,2021-03-17,51.87069677519114,US Territories,VI,"St. Croix Island, VI",78010
1371,2021-03-17,8.73674926778151,US Territories,VI,"St. John Island, VI",78020
1372,2021-03-17,38.18023642088272,US Territories,VI,"St. Thomas Island, VI",78030
1373,2021-03-17,261.67145790107503,South,VA,"Stafford County, VA",51179
1374,2021-03-17,342.4735919190205,Northeast,MA,"Suffolk County, MA",25025
1375,2021-03-24,125.9977955720674,West,CO,"Arapahoe County, CO",8005
1376,2021-03-24,176.29835232869652,Northeast,MA,"Berkshire County, MA",25003
1377,2021-03-24,228.29526053169133,Northeast,PA,"Dauphin County, PA",42043
1378,2021-03-24,37.41814798671573,West,NV,"Elko County, NV",32007
1379,2021-03-24,189.9083030957639,Northeast,PA,"Erie County, PA",42049
1380,2021-03-24,227.3121601545008,Northeast,MA,"Essex County, MA",25009
1381,2021-03-24,142.547083331893,Northeast,CT,"Fairfield County, CT",9001
1382,2021-03-24,130.97536273990792,Northeast,MA,"Hampshire County, MA",25015
1383,2021-03-24,180.15478255104745,Northeast,PA,"Indiana County, PA",42063
1384,2021-03-24,70.7149609647314,South,KY,"Jefferson County, KY",21111
1385,2021-03-24,84.49478440333398,Midwest,IN,"Lake County, IN",18089
1386,2021-03-24,172.0657617201797,South,FL,"Miami-Dade County, FL",12086
1387,2021-03-24,75.4934342712228,Northeast,MA,"Middlesex County, MA",25017
1388,2021-03-24,18.27184549353819,West,CA,"Monterey County, CA",6053
1389,2021-03-24,46.11451102645739,Northeast,PA,"Montgomery County, PA",42091
1390,2021-03-24,614.2612701025901,Northeast,MA,"Nantucket County, MA",25019
1391,2021-03-24,496.7259506043322,Northeast,NY,"Nassau County, NY",36059
1392,2021-03-24,64.45891189947106,South,FL,"Palm Beach County, FL",12099
1393,2021-03-24,73.95044800912258,West,MT,"Park County, MT",30067
1394,2021-03-24,39.415372540838064,West,CA,"Placer County, CA",6061
1395,2021-03-24,72.34915810941378,US Territories,VI,"St. Croix Island, VI",78010
1396,2021-03-24,3.5534588049679505,US Territories,VI,"St. John Island, VI",78020
1397,2021-03-24,14.12185667662124,US Territories,VI,"St. Thomas Island, VI",78030
1398,2021-03-24,303.1096109251844,South,VA,"Stafford County, VA",51179
1399,2021-03-24,337.8712675260112,Northeast,MA,"Suffolk County, MA",25025
1400,2021-03-24,246.95486701902323,Northeast,NJ,"Union County, NJ",34039
1401,2021-03-31,127.74010635334264,West,CO,"Arapahoe County, CO",8005
1402,2021-03-31,153.42315698969722,Northeast,MA,"Berkshire County, MA",25003
1403,2021-03-31,30.431002642559605,West,NV,"Elko County, NV",32007
1404,2021-03-31,275.46824340478923,Northeast,PA,"Erie County, PA",42049
1405,2021-03-31,148.08472581674962,Northeast,MA,"Essex County, MA",25009
1406,2021-03-31,548.0632943514742,Northeast,CT,"Fairfield County, CT",9001
1407,2021-03-31,255.75626935644087,Northeast,PA,"Franklin County, PA",42055
1408,2021-03-31,148.2721133323319,South,TN,"Hamilton County, TN",47065
1409,2021-03-31,266.47318646539134,Northeast,PA,"Indiana County, PA",42063
1410,2021-03-31,81.69137714397344,South,KY,"Jefferson County, KY",21111
1411,2021-03-31,121.21017994677544,Midwest,IN,"Lake County, IN",18089
1412,2021-03-31,231.2216718108548,South,FL,"Miami-Dade County, FL",12086
1413,2021-03-31,76.78329022110698,Northeast,MA,"Middlesex County, MA",25017
1414,2021-03-31,18.757726045039902,West,CA,"Monterey County, CA",6053
1415,2021-03-31,667.8308110895964,Northeast,MA,"Nantucket County, MA",25019
1416,2021-03-31,192.1283953111256,Northeast,NY,"Nassau County, NY",36059
1417,2021-03-31,142.3863057829013,West,MT,"Park County, MT",30067
1418,2021-03-31,46.3799154112657,West,CA,"Placer County, CA",6061
1419,2021-03-31,61.98521134826959,US Territories,VI,"St. Croix Island, VI",78010
1420,2021-03-31,4.204280228149065,US Territories,VI,"St. John Island, VI",78020
1421,2021-03-31,39.140449247859344,US Territories,VI,"St. Thomas Island, VI",78030
1422,2021-03-31,205.9954310774915,South,VA,"Stafford County, VA",51179
1423,2021-03-31,326.1204812854843,Northeast,MA,"Suffolk County, MA",25025
1424,2021-04-07,105.34648325558146,West,CO,"Arapahoe County, CO",8005
1425,2021-04-07,252.21783861388144,Northeast,MA,"Berkshire County, MA",25003
1426,2021-04-07,388.8579286640783,Northeast,PA,"Dauphin County, PA",42043
1427,2021-04-07,25.696560943129736,West,NV,"Elko County, NV",32007
1428,2021-04-07,158.24385643649356,Northeast,PA,"Erie County, PA",42049
1429,2021-04-07,101.67620249281376,Northeast,MA,"Essex County, MA",25009
1430,2021-04-07,484.5797633262239,Northeast,CT,"Fairfield County, CT",9001
1431,2021-04-07,299.90981544049095,Northeast,PA,"Indiana County, PA",42063
1432,2021-04-07,98.29136234835973,South,KY,"Jefferson County, KY",21111
1433,2021-04-07,184.80478754926352,Midwest,IN,"Lake County, IN",18089
1434,2021-04-07,223.6948612697336,South,FL,"Miami-Dade County, FL",12086
1435,2021-04-07,75.9547788879212,Northeast,MA,"Middlesex County, MA",25017
1436,2021-04-07,46.16270404504272,West,CA,"Monterey County, CA",6053
1437,2021-04-07,66.92572662404224,Northeast,PA,"Montgomery County, PA",42091
1438,2021-04-07,738.4061149229038,Northeast,MA,"Nantucket County, MA",25019
1439,2021-04-07,90.9077403802074,Northeast,NY,"Nassau County, NY",36059
1440,2021-04-07,67.28713431865448,South,FL,"Palm Beach County, FL",12099
1441,2021-04-07,183.77349383359592,West,MT,"Park County, MT",30067
1442,2021-04-07,39.74394368888202,West,CA,"Placer County, CA",6061
1443,2021-04-07,31.09971963284359,US Territories,VI,"St. Croix Island, VI",78010
1444,2021-04-07,1.5153612385336537,US Territories,VI,"St. John Island, VI",78020
1445,2021-04-07,114.18285354597208,US Territories,VI,"St. Thomas Island, VI",78030
1446,2021-04-07,265.81723653305585,South,VA,"Stafford County, VA",51179
1447,2021-04-07,325.3946034527943,Northeast,MA,"Suffolk County, MA",25025
1448,2021-04-07,222.4049888200591,Northeast,NJ,"Union County, NJ",34039
1449,2021-04-14,131.6946385477244,West,CO,"Arapahoe County, CO",8005
1450,2021-04-14,138.61627325683307,Northeast,MA,"Berkshire County, MA",25003
1451,2021-04-14,313.4387714157033,Northeast,PA,"Dauphin County, PA",42043
1452,2021-04-14,51.65143500091309,West,NV,"Elko County, NV",32007
1453,2021-04-14,175.22883707468182,Northeast,PA,"Erie County, PA",42049
1454,2021-04-14,64.84357614120208,Northeast,MA,"Essex County, MA",25009
1455,2021-04-14,449.2567775560735,Northeast,CT,"Fairfield County, CT",9001
1456,2021-04-14,114.20203267397017,South,TN,"Hamilton County, TN",47065
1457,2021-04-14,151.9979955939785,Northeast,MA,"Hampshire County, MA",25015
1458,2021-04-14,310.2196261526605,Northeast,PA,"Indiana County, PA",42063
1459,2021-04-14,71.76902329868557,South,KY,"Jefferson County, KY",21111
1460,2021-04-14,208.62094524055144,Midwest,IN,"Lake County, IN",18089
1461,2021-04-14,168.3555844142441,South,FL,"Miami-Dade County, FL",12086
1462,2021-04-14,87.69489980920986,Northeast,MA,"Middlesex County, MA",25017
1463,2021-04-14,20.17771375943934,West,CA,"Monterey County, CA",6053
1464,2021-04-14,232.8835985827097,West,MT,"Park County, MT",30067
1465,2021-04-14,49.3612675893632,West,CA,"Placer County, CA",6061
1466,2021-04-14,23.988483785705096,US Territories,VI,"St. Croix Island, VI",78010
1467,2021-04-14,2.455519381374495,US Territories,VI,"St. John Island, VI",78020
1468,2021-04-14,97.24884215941609,US Territories,VI,"St. Thomas Island, VI",78030
1469,2021-04-14,365.6049798536092,South,VA,"Stafford County, VA",51179
1470,2021-04-14,275.1833697251432,Northeast,MA,"Suffolk County, MA",25025
1471,2021-04-21,159.93806035726723,West,CO,"Arapahoe County, CO",8005
1472,2021-04-21,63.1380397959577,Northeast,MA,"Berkshire County, MA",25003
1473,2021-04-21,224.96855093252657,Northeast,PA,"Dauphin County, PA",42043
1474,2021-04-21,63.35118418443884,West,NV,"Elko County, NV",32007
1475,2021-04-21,151.51338709201087,Northeast,PA,"Erie County, PA",42049
1476,2021-04-21,53.31696573463621,Northeast,MA,"Essex County, MA",25009
1477,2021-04-21,553.3248332108043,Northeast,CT,"Fairfield County, CT",9001
1478,2021-04-21,81.89404248498872,Northeast,PA,"Franklin County, PA",42055
1479,2021-04-21,232.89984071365487,Northeast,PA,"Indiana County, PA",42063
1480,2021-04-21,75.20061628699186,South,KY,"Jefferson County, KY",21111
1481,2021-04-21,199.41594477190665,Midwest,IN,"Lake County, IN",18089
1482,2021-04-21,129.69320879421585,South,FL,"Miami-Dade County, FL",12086
1483,2021-04-21,49.87689862301122,Northeast,MA,"Middlesex County, MA",25017
1484,2021-04-21,4.315523874113675,West,CA,"Monterey County, CA",6053
1485,2021-04-21,50.78658831102866,Northeast,PA,"Montgomery County, PA",42091
1486,2021-04-21,447.76673262841217,Northeast,MA,"Nantucket County, MA",25019
1487,2021-04-21,44.85165485031314,Northeast,NY,"Nassau County, NY",36059
1488,2021-04-21,55.31261877597189,South,FL,"Palm Beach County, FL",12099
1489,2021-04-21,314.57004506956133,West,MT,"Park County, MT",30067
1490,2021-04-21,47.7126197359142,West,CA,"Placer County, CA",6061
1492,2021-04-21,26.73970769700422,US Territories,VI,"St. Croix Island, VI",78010
1493,2021-04-21,1.2309347415041818,US Territories,VI,"St. John Island, VI",78020
1494,2021-04-21,142.39319549321763,US Territories,VI,"St. Thomas Island, VI",78030
1495,2021-04-21,345.17975956467063,South,VA,"Stafford County, VA",51179
1496,2021-04-21,202.8550268733113,Northeast,MA,"Suffolk County, MA",25025
1497,2021-04-21,142.3012522021992,Northeast,NJ,"Union County, NJ",34039
1498,2021-04-28,133.68228846914715,West,CO,"Arapahoe County, CO",8005
1499,2021-04-28,40.56286081006075,Northeast,MA,"Berkshire County, MA",25003
1500,2021-04-28,236.60879475717056,Northeast,PA,"Dauphin County, PA",42043
1501,2021-04-28,89.52991036761814,West,NV,"Elko County, NV",32007
1502,2021-04-28,150.3594849683302,Northeast,PA,"Erie County, PA",42049
1503,2021-04-28,214.49518127797,Northeast,CT,"Fairfield County, CT",9001
1504,2021-04-28,137.52191737740918,Midwest,IN,"Hamilton County, IN",18057
1505,2021-04-28,76.90241823499612,South,TN,"Hamilton County, TN",47065
1506,2021-04-28,135.7757168042479,Northeast,PA,"Indiana County, PA",42063
1507,2021-04-28,189.6683110880124,Midwest,IN,"Lake County, IN",18089
1508,2021-04-28,128.35053610966543,South,FL,"Miami-Dade County, FL",12086
1509,2021-04-28,33.38789558145656,Northeast,MA,"Middlesex County, MA",25017
1510,2021-04-28,6.033405707768817,West,CA,"Monterey County, CA",6053
1511,2021-04-28,266.9712357141214,Northeast,MA,"Nantucket County, MA",25019
1512,2021-04-28,376.031500125963,West,MT,"Park County, MT",30067
1513,2021-04-28,34.849749608066105,West,CA,"Placer County, CA",6061
1514,2021-04-28,60.47272907028075,South,TN,"Shelby County, TN",47157
1515,2021-04-28,28.594004829790112,US Territories,VI,"St. Croix Island, VI",78010
1516,2021-04-28,1.4211151449751491,US Territories,VI,"St. John Island, VI",78020
1517,2021-04-28,113.96778909772722,US Territories,VI,"St. Thomas Island, VI",78030
1518,2021-04-28,177.27698885262984,South,VA,"Stafford County, VA",51179
1519,2021-04-28,149.36612227361,Northeast,MA,"Suffolk County, MA",25025
1520,2021-05-05,93.17546485670928,West,CO,"Arapahoe County, CO",8005
1521,2021-05-05,44.738262241229705,Northeast,MA,"Berkshire County, MA",25003
1522,2021-05-05,233.8933336267709,Northeast,PA,"Dauphin County, PA",42043
1523,2021-05-05,42.437246486614136,West,NV,"Elko County, NV",32007
1524,2021-05-05,157.01156289198218,Northeast,PA,"Erie County, PA",42049
1525,2021-05-05,71.14712927428755,Northeast,CT,"Fairfield County, CT",9001
1526,2021-05-05,83.14673032747234,Midwest,IN,"Hamilton County, IN",18057
1527,2021-05-05,30.47343809851177,South,TN,"Hamilton County, TN",47065
1528,2021-05-05,217.5414048999241,Northeast,MA,"Hampshire County, MA",25015
1529,2021-05-05,180.70991572637573,Northeast,PA,"Indiana County, PA",42063
1530,2021-05-05,68.8639090454589,South,KY,"Jefferson County, KY",21111
1531,2021-05-05,136.02505795822125,Midwest,IN,"Lake County, IN",18089
1532,2021-05-05,81.63486302680111,South,FL,"Miami-Dade County, FL",12086
1533,2021-05-05,14.800137196604735,Northeast,MA,"Middlesex County, MA",25017
1534,2021-05-05,12.280391734617114,West,CA,"Monterey County, CA",6053
1535,2021-05-05,130.66080175706256,Northeast,MA,"Nantucket County, MA",25019
1536,2021-05-05,42.42386985048936,Northeast,NY,"Nassau County, NY",36059
1537,2021-05-05,64.74035483329182,South,FL,"Palm Beach County, FL",12099
1538,2021-05-05,249.55924747099428,West,MT,"Park County, MT",30067
1539,2021-05-05,28.1549911830264,West,CA,"Placer County, CA",6061
1540,2021-05-05,55.46743817423817,South,TN,"Shelby County, TN",47157
1541,2021-05-05,85.26558229846388,US Territories,VI,"St. Croix Island, VI",78010
1542,2021-05-05,2.103154891666398,US Territories,VI,"St. John Island, VI",78020
1543,2021-05-05,59.304409507309146,US Territories,VI,"St. Thomas Island, VI",78030
1544,2021-05-05,114.4407491287482,South,VA,"Stafford County, VA",51179
1545,2021-05-05,96.56926787659512,Northeast,MA,"Suffolk County, MA",25025
1546,2021-05-05,66.28442421875646,Northeast,NJ,"Union County, NJ",34039
1547,2021-05-12,59.57691757051632,West,CO,"Arapahoe County, CO",8005
1548,2021-05-12,25.31924640723221,Northeast,MA,"Berkshire County, MA",25003
1549,2021-05-12,160.93868505041146,Northeast,PA,"Dauphin County, PA",42043
1550,2021-05-12,90.40783083520854,West,NV,"Elko County, NV",32007
1551,2021-05-12,187.17675519182464,Northeast,PA,"Erie County, PA",42049
1552,2021-05-12,9.006574493775373,Northeast,MA,"Essex County, MA",25009
1553,2021-05-12,29.174566989270414,Northeast,CT,"Fairfield County, CT",9001
1554,2021-05-12,53.87041192838509,Midwest,IN,"Hamilton County, IN",18057
1555,2021-05-12,36.16593284435311,South,TN,"Hamilton County, TN",47065
1556,2021-05-12,257.48921002290143,Northeast,PA,"Indiana County, PA",42063
1557,2021-05-12,55.37297218812856,South,KY,"Jefferson County, KY",21111
1558,2021-05-12,136.37089970512892,Midwest,IN,"Lake County, IN",18089
1559,2021-05-12,81.35635292822953,South,FL,"Miami-Dade County, FL",12086
1560,2021-05-12,9.232702188137615,Northeast,MA,"Middlesex County, MA",25017
1561,2021-05-12,4.401330574858672,West,CA,"Monterey County, CA",6053
1562,2021-05-12,35.37032845410228,Northeast,PA,"Montgomery County, PA",42091
1563,2021-05-12,47.2932921279206,Northeast,MA,"Nantucket County, MA",25019
1564,2021-05-12,101.88408479800168,West,MT,"Park County, MT",30067
1565,2021-05-12,33.31898615549396,West,CA,"Placer County, CA",6061
1566,2021-05-12,33.24500213168822,South,TN,"Shelby County, TN",47157
1567,2021-05-12,21.21071133951678,US Territories,VI,"St. Croix Island, VI",78010
1568,2021-05-12,1.058519319955122,US Territories,VI,"St. John Island, VI",78020
1569,2021-05-12,78.72600841747828,US Territories,VI,"St. Thomas Island, VI",78030
1570,2021-05-12,53.86585214309248,South,VA,"Stafford County, VA",51179
1571,2021-05-12,66.28177471047921,Northeast,MA,"Suffolk County, MA",25025
1572,2021-05-19,72.19073192552311,West,CO,"Arapahoe County, CO",8005
1573,2021-05-19,35.276526694209345,Northeast,MA,"Berkshire County, MA",25003
1574,2021-05-19,110.7987909461704,Northeast,PA,"Dauphin County, PA",42043
1575,2021-05-19,295.84778642866087,West,NV,"Elko County, NV",32007
1576,2021-05-19,142.01090922932673,Northeast,PA,"Erie County, PA",42049
1577,2021-05-19,9.375742999993465,Northeast,MA,"Essex County, MA",25009
1578,2021-05-19,22.879592321766243,Northeast,CT,"Fairfield County, CT",9001
1579,2021-05-19,26.68136533261844,Midwest,IN,"Hamilton County, IN",18057
1580,2021-05-19,54.32199978281032,South,TN,"Hamilton County, TN",47065
1581,2021-05-19,163.29075860114295,Northeast,PA,"Indiana County, PA",42063
1582,2021-05-19,51.92119267384672,South,KY,"Jefferson County, KY",21111
1583,2021-05-19,121.59567386188326,Midwest,IN,"Lake County, IN",18089
1584,2021-05-19,66.63953459135416,South,FL,"Miami-Dade County, FL",12086
1585,2021-05-19,7.579768951537755,Northeast,MA,"Middlesex County, MA",25017
1586,2021-05-19,1.220431769529309,West,CA,"Monterey County, CA",6053
1587,2021-05-19,45.0463716932866,Northeast,MA,"Nantucket County, MA",25019
1588,2021-05-19,15.757725329454413,Northeast,NY,"Nassau County, NY",36059
1589,2021-05-19,59.59325012760616,South,FL,"Palm Beach County, FL",12099
1590,2021-05-19,133.65887091358215,West,MT,"Park County, MT",30067
1591,2021-05-19,19.804192990605305,West,CA,"Placer County, CA",6061
1592,2021-05-19,23.2352548445166,South,TN,"Shelby County, TN",47157
1593,2021-05-19,1.8886999332955865,US Territories,VI,"St. Croix Island, VI",78010
1594,2021-05-19,126.24356362191044,US Territories,VI,"St. Thomas Island, VI",78030
1595,2021-05-19,48.796909279759376,South,VA,"Stafford County, VA",51179
1596,2021-05-19,52.74510040747743,Northeast,MA,"Suffolk County, MA",25025
1597,2021-05-19,27.95040776659399,Northeast,NJ,"Union County, NJ",34039
1598,2021-05-26,15.926872453330471,Northeast,MA,"Berkshire County, MA",25003
1599,2021-05-26,74.22790931097818,Northeast,PA,"Dauphin County, PA",42043
1600,2021-05-26,359.2942745130992,West,NV,"Elko County, NV",32007
1601,2021-05-26,84.74492295432849,Northeast,PA,"Erie County, PA",42049
1602,2021-05-26,1.9998328836774024,Northeast,MA,"Essex County, MA",25009
1603,2021-05-26,16.581399075265292,Northeast,CT,"Fairfield County, CT",9001
1604,2021-05-26,21.582510233206687,Midwest,IN,"Hamilton County, IN",18057
1605,2021-05-26,53.35020483203822,South,TN,"Hamilton County, TN",47065
1606,2021-05-26,10.476847832552991,Northeast,MA,"Hampshire County, MA",25015
1607,2021-05-26,57.2417407447486,Northeast,PA,"Indiana County, PA",42063
1608,2021-05-26,30.26559610392457,South,KY,"Jefferson County, KY",21111
1609,2021-05-26,48.20609306575384,South,FL,"Miami-Dade County, FL",12086
1610,2021-05-26,5.524554034326641,Northeast,MA,"Middlesex County, MA",25017
1611,2021-05-26,2.019122309765031,West,CA,"Monterey County, CA",6053
1612,2021-05-26,9.476935562303414,Northeast,PA,"Montgomery County, PA",42091
1613,2021-05-26,12.023174542324687,Northeast,MA,"Nantucket County, MA",25019
1614,2021-05-26,66.984077305472,West,MT,"Park County, MT",30067
1615,2021-05-26,31.71524647966146,West,CA,"Placer County, CA",6061
1616,2021-05-26,8.091311679238304,South,TN,"Shelby County, TN",47157
1617,2021-05-26,34.53856548082988,South,VA,"Stafford County, VA",51179
1618,2021-05-26,36.29813755414244,Northeast,MA,"Suffolk County, MA",25025
1619,2021-06-02,52.86715147235653,West,CO,"Arapahoe County, CO",8005
1620,2021-06-02,17.963290095866927,Northeast,MA,"Berkshire County, MA",25003
1622,2021-06-02,52.067122532236745,Northeast,PA,"Dauphin County, PA",42043
1623,2021-06-02,117.34316913225967,West,NV,"Elko County, NV",32007
1624,2021-06-02,67.20952094951119,Northeast,PA,"Erie County, PA",42049
1625,2021-06-02,6.563958539927342,Northeast,MA,"Essex County, MA",25009
1627,2021-06-02,16.717308036706523,Northeast,CT,"Fairfield County, CT",9001
1628,2021-06-02,21.444308418628776,Midwest,IN,"Hamilton County, IN",18057
1629,2021-06-02,65.5060331116956,South,TN,"Hamilton County, TN",47065
1631,2021-06-02,79.80058303721594,South,FL,"Hillsborough County, FL",12057
1632,2021-06-02,20.29482453655915,Northeast,PA,"Indiana County, PA",42063
1633,2021-06-02,24.88412183731453,South,KY,"Jefferson County, KY",21111
1635,2021-06-02,36.94911148807344,Midwest,IN,"Lake County, IN",18089
1637,2021-06-02,52.45422088762094,South,FL,"Miami-Dade County, FL",12086
1638,2021-06-02,2.1313715906254056,Northeast,MA,"Middlesex County, MA",25017
1639,2021-06-02,8.163582047547878,West,CA,"Monterey County, CA",6053
1641,2021-06-02,0.485630247676612,Northeast,MA,"Nantucket County, MA",25019
1642,2021-06-02,1.6936337379732282,Northeast,NY,"Nassau County, NY",36059
1643,2021-06-02,30.10430172746004,South,FL,"Palm Beach County, FL",12099
1644,2021-06-02,57.00066673098713,West,MT,"Park County, MT",30067
1646,2021-06-02,58.64665853673893,West,CA,"Placer County, CA",6061
1648,2021-06-02,18.958441274541087,South,TN,"Shelby County, TN",47157
1649,2021-06-02,12.672585290878118,US Territories,VI,"St. Croix Island, VI",78010
1650,2021-06-02,3.1433595211826493,US Territories,VI,"St. John Island, VI",78020
1651,2021-06-02,48.36053718823456,South,VA,"Stafford County, VA",51179
1652,2021-06-02,27.595675890502843,Northeast,MA,"Suffolk County, MA",25025
1655,2021-06-09,48.87437130608912,West,CO,"Arapahoe County, CO",8005
1656,2021-06-09,126.39942587877376,South,AR,"Benton County, AR",5007
1657,2021-06-09,80.00971606029525,South,FL,"Brevard County, FL",12009
1658,2021-06-09,35.854047766306465,Midwest,MO,"Cape Girardeau County, MO",29031
1660,2021-06-09,99.56091951455564,West,NV,"Clark County, NV",32003
1661,2021-06-09,27.217541391436303,Northeast,ME,"Cumberland County, ME",23005
1662,2021-06-09,162.00024300047804,South,NC,"Cumberland County, NC",37051
1663,2021-06-09,24.051613306471168,Midwest,MN,"Dakota County, MN",27037
1664,2021-06-09,29.63429651774287,Northeast,PA,"Dauphin County, PA",42043
1665,2021-06-09,51.307521853706646,West,NV,"Elko County, NV",32007
1666,2021-06-09,125.69519515722418,Northeast,PA,"Erie County, PA",42049
1667,2021-06-09,28.817063520423982,Northeast,MA,"Essex County, MA",25009
1668,2021-06-09,56.5108312790426,Northeast,NJ,"Essex County, NJ",34013
